-10490,+105628;indian/christmas island ~~~~~~~~ +07:00
-12118,+096895;indian/the cocos islands ~~~~~~~ +06:30
-12140,+044250;indian/the comoro islands ~~~~~~ +03:00
-49250,+069167;indian/the kerguelen islands ~~~ +05:00
-04667,+055467;indian/mahe ~~~~~~~~~~~~~~~~~~~~ +04:00
+04180,+073510;indian/the maldives ~~~~~~~~~~~~ +05:00
-20200,+057500;indian/mauritius ~~~~~~~~~~~~~~~ +04:00
-12843,+045138;indian/mayotte ~~~~~~~~~~~~~~~~~ +03:00
-21114,+055533;indian/reunion island ~~~~~~~~~~ +04:00
-13833,-171750;pacific/apia ~~~~~~~~~~~~~~~~~~~ +13:00
-36841,+174740;pacific/auckland ~~~~~~~~~~~~~~~ z_390.
-06244,+155384;pacific/bougainville island ~~~~ +11:00
-44033,-176433;pacific/chatham island ~~~~~~~~~ z_392.
+07417,+151783;pacific/chuuk ~~~~~~~~~~~~~~~~~~ +10:00
-27117,-109367;pacific/easter island ~~~~~~~~~~ z_394.
-17667,+168417;pacific/efate ~~~~~~~~~~~~~~~~~~ +11:00
-02800,-171600;pacific/enderbury island ~~~~~~~ +13:00
-09365,-171215;pacific/fakaofo ~~~~~~~~~~~~~~~~ +13:00
-18000,+179000;pacific/fiji ~~~~~~~~~~~~~~~~~~~ +12:00
-08517,+179200;pacific/funafuti ~~~~~~~~~~~~~~~ +12:00
-00500,-090500;pacific/the galapagos ~~~~~~~~~~ -06:00
-23117,-134967;pacific/gambier ~~~~~~~~~~~~~~~~ -09:00
-09617,+160183;pacific/guadalcanal ~~~~~~~~~~~~ +11:00
+13500,+144800;pacific/guam ~~~~~~~~~~~~~~~~~~~ +10:00
+21307,-157858;pacific/honolulu ~~~~~~~~~~~~~~~ -10:00
+01850,-157400;pacific/kiritimati ~~~~~~~~~~~~~ +14:00
+05317,+162983;pacific/kosrae ~~~~~~~~~~~~~~~~~ +11:00
+08717,+167733;pacific/kwajalein ~~~~~~~~~~~~~~ +12:00
+07083,+171383;pacific/majuro ~~~~~~~~~~~~~~~~~ +12:00
-09450,-139383;pacific/marquesas ~~~~~~~~~~~~~~ -09:30
+28200,-177350;pacific/midway island ~~~~~~~~~~ -11:00
-00533,+166917;pacific/nauru ~~~~~~~~~~~~~~~~~~ +12:00
-19050,-169850;pacific/niue ~~~~~~~~~~~~~~~~~~~ -11:00
-29033,+167950;pacific/norfolk island ~~~~~~~~~ z_413.
-22276,+166458;pacific/noumea ~~~~~~~~~~~~~~~~~ +11:00
-14279,-170701;pacific/pago pago ~~~~~~~~~~~~~~ -11:00
+07500,+134500;pacific/palau ~~~~~~~~~~~~~~~~~~ +09:00
-25067,-130100;pacific/pitcairn island ~~~~~~~~ -08:00
+06883,+158233;pacific/pohnpei ~~~~~~~~~~~~~~~~ +11:00
-09479,+147149;pacific/port moresby ~~~~~~~~~~~ +10:00
-21235,-159778;pacific/rarotonga ~~~~~~~~~~~~~~ -10:00
+15183,+145750;pacific/saipan ~~~~~~~~~~~~~~~~~ +10:00
-17667,-149417;pacific/tahiti ~~~~~~~~~~~~~~~~~ -10:00
+01333,+173000;pacific/tarawa ~~~~~~~~~~~~~~~~~ +12:00
-21211,-175153;pacific/tongatapu ~~~~~~~~~~~~~~ +13:00
+19295,+166631;pacific/wake island ~~~~~~~~~~~~ +12:00
-13267,-176200;pacific/wallis island ~~~~~~~~~~ +12:00
-60000,+176000;etc/gmt-12 ~~~~~~~~~~~~~~~~~~~~~ -12:00
-60000,+165000;etc/gmt-11 ~~~~~~~~~~~~~~~~~~~~~ -11:00
-60000,+150000;etc/gmt-10 ~~~~~~~~~~~~~~~~~~~~~ -10:00
-60000,+135000;etc/gmt-9 ~~~~~~~~~~~~~~~~~~~~~~ -09:00
-60000,+120000;etc/gmt-8 ~~~~~~~~~~~~~~~~~~~~~~ -08:00
-60000,+105000;etc/gmt-7 ~~~~~~~~~~~~~~~~~~~~~~ -07:00
-60000,+090000;etc/gmt-6 ~~~~~~~~~~~~~~~~~~~~~~ -06:00
-60000,+075000;etc/gmt-5 ~~~~~~~~~~~~~~~~~~~~~~ -05:00
-60000,+060000;etc/gmt-4 ~~~~~~~~~~~~~~~~~~~~~~ -04:00
-60000,+045000;etc/gmt-3 ~~~~~~~~~~~~~~~~~~~~~~ -03:00
-60000,+030000;etc/gmt-2 ~~~~~~~~~~~~~~~~~~~~~~ -02:00
-60000,+015000;etc/gmt-1 ~~~~~~~~~~~~~~~~~~~~~~ -01:00
-60000,+000000;etc/gmt ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
-60000,-015000;etc/gmt+1 ~~~~~~~~~~~~~~~~~~~~~~ +01:00
-60000,-030000;etc/gmt+2 ~~~~~~~~~~~~~~~~~~~~~~ +02:00
-57000,-045000;etc/gmt+3 ~~~~~~~~~~~~~~~~~~~~~~ +03:00
-60000,-060000;etc/gmt+4 ~~~~~~~~~~~~~~~~~~~~~~ +04:00
-60000,-075000;etc/gmt+5 ~~~~~~~~~~~~~~~~~~~~~~ +05:00
-60000,-090000;etc/gmt+6 ~~~~~~~~~~~~~~~~~~~~~~ +06:00
-60000,-105000;etc/gmt+7 ~~~~~~~~~~~~~~~~~~~~~~ +07:00
-60000,-120000;etc/gmt+8 ~~~~~~~~~~~~~~~~~~~~~~ +08:00
-60000,-135000;etc/gmt+9 ~~~~~~~~~~~~~~~~~~~~~~ +09:00
-60000,-150000;etc/gmt+10 ~~~~~~~~~~~~~~~~~~~~~ +10:00
-60000,-165000;etc/gmt+11 ~~~~~~~~~~~~~~~~~~~~~ +11:00
-60000,-176000;etc/gmt+12 ~~~~~~~~~~~~~~~~~~~~~ +12:00
+40786,-119207;etc/black rock city ~~~~~~~~~~~~ z_134.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Everything below line (#452) should NEVER be directly 
indexed.  This means that all of this acts as comments
for the file.  So the leading numbers are the latitude
of a representative point in the time zone.  Generally
it is the city that the time zone is named for.   Zone
location is encoded as:                               
    <+|-><latitude>,<+|-><longitude>;                 
Numbers are floating point with the decimal ommitted  
and carried out to three digits of precision.  Leading
zeroes are required.  As an example, the numbers:     
    +33533,-007583;                                   
correspond to:                                        
    latitude  = 33.533                                
    longitude = -7.583                                
These coordinates are provided in order to validate   
the timezone finding algorithm on different platforms.
                                                      
The next block is the name of the timezone.  This is  
in ITC format but with spaces in place of underscores 
and all names in lowercase.  A tilde is the delimiter 
for the string.                                       
All region data is from the 2020a version of the time 
zone database.  All time zone offsets were determined 
in 2023. Later changes are not reflected in the data. 
                                                      
variation 01:    asia/khandyga may now be vladivostok?
variation 02:   asia/srednekolymsk may now be magadan?
variation 03:        asia/ust-nera may now be magadan?
